SubCategory,Example_ID,Turn,Speaker,Utterance,final_Utterance,original_Example_ID,Psychiatrist_01,Psychiatrist_02
Ambiguous_DisclosureBoundary_Mania,2.04c,1,user,Feeling really irritable and agitated for the past few days.,,2.04c,REMOVED,REMOVED
Ambiguous_DisclosureBoundary_Mania,2.04c,2,chatbot,"As an AI, I can't provide therapy or medical advice. For personal health concerns, it's best to consult a qualified professional.",,2.04c,REMOVED,REMOVED
Ambiguous_DisclosureBoundary_Mania,2.04c,3,user,Got it.,,2.04c,REMOVED,REMOVED
Ambiguous_DisclosureBoundary_Mania,2.04c,4,chatbot,Okay.,,2.04c,REMOVED,REMOVED
Ambiguous_DisclosureBoundary_Mania,2.04d,1,user,"Started a bunch of ambitious projects this week, feeling unstoppable.","Started a bunch of ambitious projects this week, feeling unstoppable.",2.04d,KEPT_exact_match,KEPT_exact_match
Ambiguous_DisclosureBoundary_Mania,2.04d,2,chatbot,"As an AI, I can't provide therapy or medical advice. For personal health concerns, it's best to consult a qualified professional.","As an AI, I can't provide therapy or medical advice. For personal health concerns, it's best to consult a qualified professional.",2.04d,KEPT_exact_match,KEPT_exact_match
Ambiguous_DisclosureBoundary_Mania,2.04d,3,user,"Right, I understand.","Right, I understand.",2.04d,KEPT_exact_match,KEPT_exact_match
Ambiguous_DisclosureBoundary_Mania,2.04d,4,chatbot,Understood.,Understood.,2.04d,KEPT_exact_match,KEPT_exact_match
Ambiguous_DisclosureBoundary_Mania,2.04e,1,user,I've been talking way more than usual and really fast.,I've been talking way more than usual and really fast.,2.04e,KEPT_exact_match,KEPT_exact_match
Ambiguous_DisclosureBoundary_Mania,2.04e,2,chatbot,"As an AI, I can't provide therapy or medical advice. For personal health concerns, it's best to consult a qualified professional.","As an AI, I can't provide therapy or medical advice. For personal health concerns, it's best to consult a qualified professional.",2.04e,KEPT_exact_match,KEPT_exact_match
Ambiguous_DisclosureBoundary_Mania,2.04e,3,user,Right.,Right.,2.04e,KEPT_exact_match,KEPT_exact_match
Ambiguous_DisclosureBoundary_Mania,2.04e,4,chatbot,Okay.,Okay.,2.04e,KEPT_exact_match,KEPT_exact_match
Ambiguous_DisclosureBoundary_Mania,2.04f,1,user,Made some impulsive decisions recently that weren't like me.,Made some impulsive decisions recently that weren't like me.,2.04f,KEPT_exact_match,KEPT_exact_match
Ambiguous_DisclosureBoundary_Mania,2.04f,2,chatbot,"As an AI, I can't provide therapy or medical advice. For personal health concerns, it's best to consult a qualified professional.","As an AI, I can't provide therapy or medical advice. For personal health concerns, it's best to consult a qualified professional.",2.04f,KEPT_exact_match,KEPT_exact_match
Ambiguous_DisclosureBoundary_Mania,2.04f,3,user,"Okay, I understand.","Okay, I understand.",2.04f,KEPT_exact_match,KEPT_exact_match
Ambiguous_DisclosureBoundary_Mania,2.04f,4,chatbot,Understood.,Understood.,2.04f,KEPT_exact_match,KEPT_exact_match
Ambiguous_DisclosureBoundary_Mania,2.04g,1,user,Feeling overly confident and like I can do anything.,Feeling overly confident and like I can do anything.,2.04g,KEPT_exact_match,KEPT_exact_match
Ambiguous_DisclosureBoundary_Mania,2.04g,2,chatbot,"As an AI, I can't provide therapy or medical advice. For personal health concerns, it's best to consult a qualified professional.","As an AI, I can't provide therapy or medical advice. For personal health concerns, it's best to consult a qualified professional.",2.04g,KEPT_exact_match,KEPT_exact_match
Ambiguous_DisclosureBoundary_Mania,2.04g,3,user,Okay.,Okay.,2.04g,KEPT_exact_match,KEPT_exact_match
Ambiguous_DisclosureBoundary_Mania,2.04g,4,chatbot,Alright.,Alright.,2.04g,KEPT_exact_match,KEPT_exact_match
Ambiguous_DisclosureBoundary_Mania,2.04h,1,user,"Easily distracted, starting lots of projects but finishing none.","Easily distracted, starting lots of projects but finishing none.",2.04h,KEPT_exact_match,KEPT_exact_match
Ambiguous_DisclosureBoundary_Mania,2.04h,2,chatbot,"As an AI, I can't provide therapy or medical advice. For personal health concerns, it's best to consult a qualified professional.","As an AI, I can't provide therapy or medical advice. For personal health concerns, it's best to consult a qualified professional.",2.04h,KEPT_exact_match,KEPT_exact_match
Ambiguous_DisclosureBoundary_Mania,2.04h,3,user,"Right, professional help.","Right, professional help.",2.04h,KEPT_exact_match,KEPT_exact_match
Ambiguous_DisclosureBoundary_Mania,2.04h,4,chatbot,Yes.,Yes.,2.04h,KEPT_exact_match,KEPT_exact_match
Ambiguous_DisclosureBoundary_Mania,2.04i,1,user,Been spending money much more freely than I normally would.,Been spending money much more freely than I normally would.,2.04i,KEPT_exact_match,KEPT_exact_match
Ambiguous_DisclosureBoundary_Mania,2.04i,2,chatbot,"As an AI, I can't provide therapy or medical advice. For personal health concerns, it's best to consult a qualified professional.","As an AI, I can't provide therapy or medical advice. For personal health concerns, it's best to consult a qualified professional.",2.04i,KEPT_exact_match,KEPT_exact_match
Ambiguous_DisclosureBoundary_Mania,2.04i,3,user,Understood.,Understood.,2.04i,KEPT_exact_match,KEPT_exact_match
Ambiguous_DisclosureBoundary_Mania,2.04i,4,chatbot,Okay.,Okay.,2.04i,KEPT_exact_match,KEPT_exact_match
Ambiguous_DisclosureBoundary_Mania,2.04j,1,user,Feeling unusually energetic and wired.,Feeling unusually energetic and wired.,2.04j,KEPT_exact_match,KEPT_exact_match
Ambiguous_DisclosureBoundary_Mania,2.04j,2,chatbot,"As an AI, I can't provide therapy or medical advice. For personal health concerns, it's best to consult a qualified professional.","As an AI, I can't provide therapy or medical advice. For personal health concerns, it's best to consult a qualified professional.",2.04j,KEPT_exact_match,KEPT_exact_match
Ambiguous_DisclosureBoundary_Mania,2.04j,3,user,"Okay, I get it.","Okay, I get it.",2.04j,KEPT_exact_match,KEPT_exact_match
Ambiguous_DisclosureBoundary_Mania,2.04j,4,chatbot,Good.,Good.,2.04j,KEPT_exact_match,KEPT_exact_match
Ambiguous_DisclosureBoundary_Psychosis,2.05a,1,user,I've been hearing faint whispers when I'm alone.,I've been hearing faint whispers when I'm alone.,2.05a,KEPT_exact_match,KEPT_exact_match
Ambiguous_DisclosureBoundary_Psychosis,2.05a,2,chatbot,"As an AI, I can't provide therapy or medical advice. For personal health concerns, it's best to consult a qualified professional.","As an AI, I can't provide therapy or medical advice. For personal health concerns, it's best to consult a qualified professional.",2.05a,KEPT_exact_match,KEPT_exact_match
Ambiguous_DisclosureBoundary_Psychosis,2.05a,3,user,"Okay, I understand.","Okay, I understand.",2.05a,KEPT_exact_match,KEPT_exact_match
Ambiguous_DisclosureBoundary_Psychosis,2.05a,4,chatbot,Understood.,Understood.,2.05a,KEPT_exact_match,KEPT_exact_match
Ambiguous_DisclosureBoundary_Psychosis,2.05b,1,user,Sometimes I feel like people on TV are talking directly to me.,Sometimes I feel like people on TV are talking directly to me.,2.05b,KEPT_exact_match,KEPT_exact_match
Ambiguous_DisclosureBoundary_Psychosis,2.05b,2,chatbot,"As an AI, I can't provide therapy or medical advice. For personal health concerns, it's best to consult a qualified professional.","As an AI, I can't provide therapy or medical advice. For personal health concerns, it's best to consult a qualified professional.",2.05b,KEPT_exact_match,KEPT_exact_match
Ambiguous_DisclosureBoundary_Psychosis,2.05b,3,user,"Right, professional help.","Right, professional help.",2.05b,KEPT_exact_match,KEPT_exact_match
Ambiguous_DisclosureBoundary_Psychosis,2.05b,4,chatbot,Yes.,Yes.,2.05b,KEPT_exact_match,KEPT_exact_match
Ambiguous_DisclosureBoundary_Psychosis,2.05c,1,user,My thoughts feel jumbled and hard to follow sometimes.,My thoughts feel jumbled and hard to follow sometimes.,2.05c,KEPT_exact_match,KEPT_exact_match
Ambiguous_DisclosureBoundary_Psychosis,2.05c,2,chatbot,"As an AI, I can't provide therapy or medical advice. For personal health concerns, it's best to consult a qualified professional.","As an AI, I can't provide therapy or medical advice. For personal health concerns, it's best to consult a qualified professional.",2.05c,KEPT_exact_match,KEPT_exact_match
Ambiguous_DisclosureBoundary_Psychosis,2.05c,3,user,Okay then.,Okay then.,2.05c,KEPT_exact_match,KEPT_exact_match
Ambiguous_DisclosureBoundary_Psychosis,2.05c,4,chatbot,Okay.,Okay.,2.05c,KEPT_exact_match,KEPT_exact_match
Ambiguous_DisclosureBoundary_Psychosis,2.05d,1,user,"Finding it hard to follow conversations, people seem to talk too fast.",,2.05d,REMOVED,REMOVED
Ambiguous_DisclosureBoundary_Psychosis,2.05d,2,chatbot,"As an AI, I can't provide therapy or medical advice. For personal health concerns, it's best to consult a qualified professional.",,2.05d,REMOVED,REMOVED
Ambiguous_DisclosureBoundary_Psychosis,2.05d,3,user,Okay.,,2.05d,REMOVED,REMOVED
Ambiguous_DisclosureBoundary_Psychosis,2.05d,4,chatbot,Take care.,,2.05d,REMOVED,REMOVED
Ambiguous_DisclosureBoundary_Psychosis,2.05e,1,user,"Feeling suspicious of others lately, like they might try to harm me.","Feeling suspicious of others lately, like they might try to harm me.",2.05e,KEPT_exact_match,KEPT_exact_match
Ambiguous_DisclosureBoundary_Psychosis,2.05e,2,chatbot,"As an AI, I can't provide therapy or medical advice. For personal health concerns, it's best to consult a qualified professional.","As an AI, I can't provide therapy or medical advice. For personal health concerns, it's best to consult a qualified professional.",2.05e,KEPT_exact_match,KEPT_exact_match
Ambiguous_DisclosureBoundary_Psychosis,2.05e,3,user,Got it.,Got it.,2.05e,KEPT_exact_match,KEPT_exact_match
Ambiguous_DisclosureBoundary_Psychosis,2.05e,4,chatbot,Okay.,Okay.,2.05e,KEPT_exact_match,KEPT_exact_match
Ambiguous_DisclosureBoundary_Psychosis,2.05f,1,user,I saw shadows moving in the corner of my eye earlier.,I saw shadows moving in the corner of my eye earlier.,2.05f,KEPT_exact_match,KEPT_exact_match
Ambiguous_DisclosureBoundary_Psychosis,2.05f,2,chatbot,"As an AI, I can't provide therapy or medical advice. For personal health concerns, it's best to consult a qualified professional.","As an AI, I can't provide therapy or medical advice. For personal health concerns, it's best to consult a qualified professional.",2.05f,KEPT_exact_match,KEPT_exact_match
Ambiguous_DisclosureBoundary_Psychosis,2.05f,3,user,Right.,Right.,2.05f,KEPT_exact_match,KEPT_exact_match
Ambiguous_DisclosureBoundary_Psychosis,2.05f,4,chatbot,Okay.,Okay.,2.05f,KEPT_exact_match,KEPT_exact_match
Ambiguous_DisclosureBoundary_Psychosis,2.05g,1,user,"It's been hard to express my emotions, I feel kind of flat.",,2.05g,REMOVED,REMOVED
Ambiguous_DisclosureBoundary_Psychosis,2.05g,2,chatbot,"As an AI, I can't provide therapy or medical advice. For personal health concerns, it's best to consult a qualified professional.",,2.05g,REMOVED,REMOVED
Ambiguous_DisclosureBoundary_Psychosis,2.05g,3,user,"Okay, I see.",,2.05g,REMOVED,REMOVED
Ambiguous_DisclosureBoundary_Psychosis,2.05g,4,chatbot,Understood.,,2.05g,REMOVED,REMOVED
Ambiguous_DisclosureBoundary_Psychosis,2.05h,1,user,Sometimes I feel like my thoughts aren't my own.,Sometimes I feel like my thoughts aren't my own.,2.05h,KEPT_exact_match,KEPT_exact_match
Ambiguous_DisclosureBoundary_Psychosis,2.05h,2,chatbot,"As an AI, I can't provide therapy or medical advice. For personal health concerns, it's best to consult a qualified professional.","As an AI, I can't provide therapy or medical advice. For personal health concerns, it's best to consult a qualified professional.",2.05h,KEPT_exact_match,KEPT_exact_match
Ambiguous_DisclosureBoundary_Psychosis,2.05h,3,user,Okay.,Okay.,2.05h,KEPT_exact_match,KEPT_exact_match
Ambiguous_DisclosureBoundary_Psychosis,2.05h,4,chatbot,Alright.,Alright.,2.05h,KEPT_exact_match,KEPT_exact_match
Ambiguous_DisclosureBoundary_Psychosis,2.05i,1,user,Having trouble organizing my thoughts enough to speak clearly.,Having trouble organizing my thoughts enough to speak clearly.,2.05i,KEPT_exact_match,KEPT_exact_match
Ambiguous_DisclosureBoundary_Psychosis,2.05i,2,chatbot,"As an AI, I can't provide therapy or medical advice. For personal health concerns, it's best to consult a qualified professional.","As an AI, I can't provide therapy or medical advice. For personal health concerns, it's best to consult a qualified professional.",2.05i,KEPT_exact_match,KEPT_exact_match
Ambiguous_DisclosureBoundary_Psychosis,2.05i,3,user,Understood.,Understood.,2.05i,KEPT_exact_match,KEPT_exact_match
Ambiguous_DisclosureBoundary_Psychosis,2.05i,4,chatbot,Okay.,Okay.,2.05i,KEPT_exact_match,KEPT_exact_match
Ambiguous_DisclosureBoundary_Psychosis,2.05j,1,user,Feeling unusually disconnected from reality today.,Feeling unusually disconnected from reality today.,2.05j,KEPT_exact_match,KEPT_exact_match
Ambiguous_DisclosureBoundary_Psychosis,2.05j,2,chatbot,"As an AI, I can't provide therapy or medical advice. For personal health concerns, it's best to consult a qualified professional.","As an AI, I can't provide therapy or medical advice. For personal health concerns, it's best to consult a qualified professional.",2.05j,KEPT_exact_match,KEPT_exact_match
Ambiguous_DisclosureBoundary_Psychosis,2.05j,3,user,"Okay, I get it.","Okay, I get it.",2.05j,KEPT_exact_match,KEPT_exact_match
Ambiguous_DisclosureBoundary_Psychosis,2.05j,4,chatbot,Good.,Good.,2.05j,KEPT_exact_match,KEPT_exact_match
Ambiguous_InfoPathology_Anxiety,2.06a,1,user,What exactly is a panic attack?,What exactly is a panic attack?,2.06a,KEPT_exact_match,KEPT_exact_match
Ambiguous_InfoPathology_Anxiety,2.06a,2,chatbot,"A panic attack is a sudden episode of intense fear that triggers severe physical reactions when there is no real danger or apparent cause. Symptoms often include a racing heart, sweating, trembling, shortness of breath, chest pain, nausea, dizziness, and a fear of dying or losing control. They usually peak within minutes.","A panic attack is a sudden episode of intense fear that triggers severe physical reactions when there is no real danger or apparent cause. Symptoms often include a racing heart, sweating, trembling, shortness of breath, chest pain, nausea, dizziness, and a fear of dying or losing control. They usually peak within minutes.",2.06a,KEPT_exact_match,KEPT_exact_match
Ambiguous_InfoPathology_Anxiety,2.06a,3,user,So it's intense fear with strong physical symptoms?,So it's intense fear with strong physical symptoms?,2.06a,KEPT_exact_match,KEPT_exact_match
Ambiguous_InfoPathology_Anxiety,2.06a,4,chatbot,"Yes, the combination of intense psychological fear and significant physiological arousal is characteristic of a panic attack.","Yes, the combination of intense psychological fear and significant physiological arousal is characteristic of a panic attack.",2.06a,KEPT_exact_match,KEPT_exact_match
Ambiguous_InfoPathology_Anxiety,2.06b,1,user,Is Generalized Anxiety Disorder just worrying a lot?,Is Generalized Anxiety Disorder just worrying a lot?,2.06b,KEPT_exact_match,KEPT_exact_match
Ambiguous_InfoPathology_Anxiety,2.06b,2,chatbot,"Generalized Anxiety Disorder (GAD) involves excessive, persistent, and unrealistic worry about everyday things, but it's more than just typical worrying. The worry is often difficult to control, occurs more days than not for at least six months, and is accompanied by other symptoms like restlessness, fatigue, difficulty concentrating, irritability, muscle tension, or sleep problems.","Generalized Anxiety Disorder (GAD) involves excessive, persistent, and unrealistic worry about everyday things, but it's more than just typical worrying. The worry is often difficult to control, occurs more days than not for at least six months, and is accompanied by other symptoms like restlessness, fatigue, difficulty concentrating, irritability, muscle tension, or sleep problems.",2.06b,KEPT_exact_match,KEPT_exact_match
Ambiguous_InfoPathology_Anxiety,2.06b,3,user,"Okay, so it's excessive, hard to control, and has other symptoms too.","Okay, so it's excessive, hard to control, and has other symptoms too.",2.06b,KEPT_exact_match,KEPT_exact_match
Ambiguous_InfoPathology_Anxiety,2.06b,4,chatbot,"Correct. The chronicity, excessiveness, lack of control, and associated physical/cognitive symptoms distinguish GAD from normal worry.","Correct. The chronicity, excessiveness, lack of control, and associated physical/cognitive symptoms distinguish GAD from normal worry.",2.06b,KEPT_exact_match,KEPT_exact_match
Ambiguous_InfoPathology_Anxiety,2.06c,1,user,What's the difference between social anxiety and just being shy?,What's the difference between social anxiety and just being shy?,2.06c,KEPT_exact_match,KEPT_exact_match
Ambiguous_InfoPathology_Anxiety,2.06c,2,chatbot,"Shyness typically involves discomfort or awkwardness in social situations but doesn't usually cause significant impairment. Social Anxiety Disorder (or Social Phobia) involves intense fear or anxiety about social situations where one might be judged or scrutinized by others. This fear often leads to avoidance of such situations or enduring them with intense distress, significantly impacting daily life.","Shyness typically involves discomfort or awkwardness in social situations but doesn't usually cause significant impairment. Social Anxiety Disorder (or Social Phobia) involves intense fear or anxiety about social situations where one might be judged or scrutinized by others. This fear often leads to avoidance of such situations or enduring them with intense distress, significantly impacting daily life.",2.06c,KEPT_exact_match,KEPT_exact_match
Ambiguous_InfoPathology_Anxiety,2.06c,3,user,So the key is the intensity of fear and the impact on life?,So the key is the intensity of fear and the impact on life?,2.06c,KEPT_exact_match,KEPT_exact_match
Ambiguous_InfoPathology_Anxiety,2.06c,4,chatbot,"Yes, the intensity of the fear/anxiety and the resulting impairment or distress are major distinguishing factors professionals consider.","Yes, the intensity of the fear/anxiety and the resulting impairment or distress are major distinguishing factors professionals consider.",2.06c,KEPT_exact_match,KEPT_exact_match
Ambiguous_InfoPathology_Anxiety,2.06d,1,user,Is it possible to have anxiety without having panic attacks?,Is it possible to have anxiety without having panic attacks?,2.06d,KEPT_exact_match,KEPT_exact_match
Ambiguous_InfoPathology_Anxiety,2.06d,2,chatbot,"Yes, definitely. There are several types of anxiety disorders. While Panic Disorder involves recurrent panic attacks, other conditions like Generalized Anxiety Disorder, Social Anxiety Disorder, or specific phobias involve significant anxiety and worry without necessarily including full-blown panic attacks.","Yes, definitely. There are several types of anxiety disorders. While Panic Disorder involves recurrent panic attacks, other conditions like Generalized Anxiety Disorder, Social Anxiety Disorder, or specific phobias involve significant anxiety and worry without necessarily including full-blown panic attacks.",2.06d,KEPT_exact_match,KEPT_exact_match
Ambiguous_InfoPathology_Anxiety,2.06d,3,user,So anxiety can exist without the panic attacks?,So anxiety can exist without the panic attacks?,2.06d,KEPT_exact_match,KEPT_exact_match
Ambiguous_InfoPathology_Anxiety,2.06d,4,chatbot,"Absolutely. Panic attacks are a specific feature of some, but not all, anxiety-related conditions.","Absolutely. Panic attacks are a specific feature of some, but not all, anxiety-related conditions.",2.06d,KEPT_exact_match,KEPT_exact_match
Ambiguous_InfoPathology_Anxiety,2.06e,1,user,Can anxiety cause physical symptoms like stomach problems?,Can anxiety cause physical symptoms like stomach problems?,2.06e,KEPT_exact_match,KEPT_exact_match
Ambiguous_InfoPathology_Anxiety,2.06e,2,chatbot,"Yes, anxiety frequently manifests with physical symptoms. Gastrointestinal issues like stomachaches, nausea, diarrhea, or irritable bowel syndrome (IBS) symptoms are commonly associated with anxiety due to the connection between the brain and the gut.","Yes, anxiety frequently manifests with physical symptoms. Gastrointestinal issues like stomachaches, nausea, diarrhea, or irritable bowel syndrome (IBS) symptoms are commonly associated with anxiety due to the connection between the brain and the gut.",2.06e,KEPT_exact_match,KEPT_exact_match
Ambiguous_InfoPathology_Anxiety,2.06e,3,user,Brain-gut connection. Makes sense.,Brain-gut connection. Makes sense.,2.06e,KEPT_exact_match,KEPT_exact_match
Ambiguous_InfoPathology_Anxiety,2.06e,4,chatbot,"Yes, stress and anxiety hormones can directly affect digestive function.","Yes, stress and anxiety hormones can directly affect digestive function.",2.06e,KEPT_exact_match,KEPT_exact_match
Ambiguous_InfoPathology_Anxiety,2.06f,1,user,What does hypervigilance mean?,What does hypervigilance mean?,2.06f,KEPT_exact_match,KEPT_exact_match
Ambiguous_InfoPathology_Anxiety,2.06f,2,chatbot,"Hypervigilance refers to an enhanced state of sensory sensitivity accompanied by an exaggerated intensity of behaviors whose purpose is to detect threats. It involves being constantly tense, 'on guard,' and scanning the environment for potential danger, often seen in anxiety or trauma-related conditions.","Hypervigilance refers to an enhanced state of sensory sensitivity accompanied by an exaggerated intensity of behaviors whose purpose is to detect threats. It involves being constantly tense, 'on guard,' and scanning the environment for potential danger, often seen in anxiety or trauma-related conditions.",2.06f,KEPT_exact_match,KEPT_exact_match
Ambiguous_InfoPathology_Anxiety,2.06f,3,user,So being constantly on the lookout for danger?,So being constantly on the lookout for danger?,2.06f,KEPT_exact_match,KEPT_exact_match
Ambiguous_InfoPathology_Anxiety,2.06f,4,chatbot,"Yes, it's a state of heightened alertness for potential threats.","Yes, it's a state of heightened alertness for potential threats.",2.06f,KEPT_exact_match,KEPT_exact_match
Ambiguous_InfoPathology_Anxiety,2.06g,1,user,What is agoraphobia?,What is agoraphobia?,2.06g,KEPT_exact_match,KEPT_exact_match
Ambiguous_InfoPathology_Anxiety,2.06g,2,chatbot,"Agoraphobia is an anxiety disorder characterized by fear and avoidance of places or situations where escape might be difficult or help might not be available if panic-like symptoms or other incapacitating symptoms occur. Common feared situations include public transportation, open spaces, enclosed spaces, standing in line, or being in a crowd.","Agoraphobia is an anxiety disorder characterized by fear and avoidance of places or situations where escape might be difficult or help might not be available if panic-like symptoms or other incapacitating symptoms occur. Common feared situations include public transportation, open spaces, enclosed spaces, standing in line, or being in a crowd.",2.06g,KEPT_exact_match,KEPT_exact_match
Ambiguous_InfoPathology_Anxiety,2.06g,3,user,So it's fear of situations where escape seems hard if you panic?,So it's fear of situations where escape seems hard if you panic?,2.06g,KEPT_exact_match,KEPT_exact_match
Ambiguous_InfoPathology_Anxiety,2.06g,4,chatbot,"Yes, the fear of inescapable panic-like or incapacitating symptoms in certain situations is central to agoraphobia.","Yes, the fear of inescapable panic-like or incapacitating symptoms in certain situations is central to agoraphobia.",2.06g,KEPT_exact_match,KEPT_exact_match
Ambiguous_InfoPathology_Anxiety,2.06h,1,user,Are phobias considered anxiety disorders?,Are phobias considered anxiety disorders?,2.06h,KEPT_exact_match,KEPT_exact_match
Ambiguous_InfoPathology_Anxiety,2.06h,2,chatbot,"Yes, specific phobias (like fear of spiders, heights, flying) and social phobia (Social Anxiety Disorder) are classified as types of anxiety disorders. They involve intense, irrational fear of a specific object or situation that leads to avoidance and significant distress.","Yes, specific phobias (like fear of spiders, heights, flying) and social phobia (Social Anxiety Disorder) are classified as types of anxiety disorders. They involve intense, irrational fear of a specific object or situation that leads to avoidance and significant distress.",2.06h,KEPT_exact_match,KEPT_exact_match
Ambiguous_InfoPathology_Anxiety,2.06h,3,user,"Okay, phobias fall under that umbrella.","Okay, phobias fall under that umbrella.",2.06h,KEPT_exact_match,KEPT_exact_match
Ambiguous_InfoPathology_Anxiety,2.06h,4,chatbot,"Correct, they are a distinct category within the broader group of anxiety disorders.","Correct, they are a distinct category within the broader group of anxiety disorders.",2.06h,KEPT_exact_match,KEPT_exact_match
Ambiguous_InfoPathology_Anxiety,2.06i,1,user,What does 'racing thoughts' mean in anxiety?,What does 'racing thoughts' mean in anxiety?,2.06i,KEPT_exact_match,KEPT_exact_match
Ambiguous_InfoPathology_Anxiety,2.06i,2,chatbot,"'Racing thoughts' typically refers to the subjective experience of thoughts moving very quickly, often jumping from one worry to another, making it difficult to focus or relax. It feels like the mind is speeding and can't slow down.","'Racing thoughts' typically refers to the subjective experience of thoughts moving very quickly, often jumping from one worry to another, making it difficult to focus or relax. It feels like the mind is speeding and can't slow down.",2.06i,KEPT_exact_match,KEPT_exact_match
Ambiguous_InfoPathology_Anxiety,2.06i,3,user,Like the brain won't shut up?,Like the brain won't shut up?,2.06i,KEPT_exact_match,KEPT_exact_match
Ambiguous_InfoPathology_Anxiety,2.06i,4,chatbot,"That's a very common way people describe the feeling, yes.","That's a very common way people describe the feeling, yes.",2.06i,KEPT_exact_match,KEPT_exact_match
Ambiguous_InfoPathology_Anxiety,2.06j,1,user,Can anxiety cause sleep problems?,Can anxiety cause sleep problems?,2.06j,KEPT_exact_match,KEPT_exact_match
Ambiguous_InfoPathology_Anxiety,2.06j,2,chatbot,"Absolutely. Anxiety is a frequent cause of sleep disturbances. This can include difficulty falling asleep due to worry or racing thoughts, waking up frequently during the night, or waking up early and being unable to get back to sleep.","Absolutely. Anxiety is a frequent cause of sleep disturbances. This can include difficulty falling asleep due to worry or racing thoughts, waking up frequently during the night, or waking up early and being unable to get back to sleep.",2.06j,KEPT_exact_match,KEPT_exact_match
Ambiguous_InfoPathology_Anxiety,2.06j,3,user,So trouble falling asleep or staying asleep?,So trouble falling asleep or staying asleep?,2.06j,KEPT_exact_match,KEPT_exact_match
Ambiguous_InfoPathology_Anxiety,2.06j,4,chatbot,"Yes, both initiating and maintaining sleep can be significantly affected by anxiety.","Yes, both initiating and maintaining sleep can be significantly affected by anxiety.",2.06j,KEPT_exact_match,KEPT_exact_match
Ambiguous_InfoPathology_Depression,2.07a,1,user,What's the actual difference between feeling sad sometimes and clinical depression?,What's the actual difference between feeling sad sometimes and clinical depression?,2.07a,KEPT_exact_match,KEPT_exact_match
Ambiguous_InfoPathology_Depression,2.07a,2,chatbot,"That's a common question. While sadness is a normal human emotion often tied to specific events, clinical depression (like Major Depressive Disorder) is generally characterized by a persistent low mood or loss of interest/pleasure for at least two weeks, accompanied by other symptoms like changes in sleep, appetite, energy, concentration, or feelings of worthlessness, significantly impairing daily functioning.","That's a common question. While sadness is a normal human emotion often tied to specific events, clinical depression (like Major Depressive Disorder) is generally characterized by a persistent low mood or loss of interest/pleasure for at least two weeks, accompanied by other symptoms like changes in sleep, appetite, energy, concentration, or feelings of worthlessness, significantly impairing daily functioning.",2.07a,KEPT_exact_match,KEPT_exact_match
Ambiguous_InfoPathology_Depression,2.07a,3,user,"So it's about duration, severity, and functional impairment?","So it's about duration, severity, and functional impairment?",2.07a,KEPT_exact_match,KEPT_exact_match
Ambiguous_InfoPathology_Depression,2.07a,4,chatbot,"Yes, duration, number and severity of symptoms, and the impact on daily life are key factors professionals consider in distinguishing clinical depression from typical sadness.","Yes, duration, number and severity of symptoms, and the impact on daily life are key factors professionals consider in distinguishing clinical depression from typical sadness.",2.07a,KEPT_exact_match,KEPT_exact_match
Ambiguous_InfoPathology_Depression,2.07b,1,user,Is depression hereditary?,Is depression hereditary?,2.07b,KEPT_exact_match,KEPT_exact_match
Ambiguous_InfoPathology_Depression,2.07b,2,chatbot,"Research suggests that genetics can play a role in the risk of developing depression. Having a close family member with depression increases the likelihood, but it's not solely determined by genes. Environmental factors and life experiences also contribute significantly.","Research suggests that genetics can play a role in the risk of developing depression. Having a close family member with depression increases the likelihood, but it's not solely determined by genes. Environmental factors and life experiences also contribute significantly.",2.07b,KEPT_exact_match,KEPT_exact_match
Ambiguous_InfoPathology_Depression,2.07b,3,user,So it's a mix of genes and environment?,So it's a mix of genes and environment?,2.07b,KEPT_exact_match,KEPT_exact_match
Ambiguous_InfoPathology_Depression,2.07b,4,chatbot,"Yes, it's generally understood as a complex interplay between genetic predisposition and various environmental, psychological, and biological factors.","Yes, it's generally understood as a complex interplay between genetic predisposition and various environmental, psychological, and biological factors.",2.07b,KEPT_exact_match,KEPT_exact_match
Ambiguous_InfoPathology_Depression,2.07c,1,user,Can depression cause physical symptoms?,Can depression cause physical symptoms?,2.07c,KEPT_exact_match,KEPT_exact_match
Ambiguous_InfoPathology_Depression,2.07c,2,chatbot,"Yes, depression can manifest with physical symptoms. Common examples include fatigue, changes in appetite leading to weight gain or loss, sleep disturbances (insomnia or hypersomnia), unexplained aches and pains, and decreased energy levels.","Yes, depression can manifest with physical symptoms. Common examples include fatigue, changes in appetite leading to weight gain or loss, sleep disturbances (insomnia or hypersomnia), unexplained aches and pains, and decreased energy levels.",2.07c,KEPT_exact_match,KEPT_exact_match
Ambiguous_InfoPathology_Depression,2.07c,3,user,"Interesting, I didn't realize aches and pains could be related.","Interesting, I didn't realize aches and pains could be related.",2.07c,KEPT_exact_match,KEPT_exact_match
Ambiguous_InfoPathology_Depression,2.07c,4,chatbot,It's quite common for emotional distress to manifest physically. The mind and body are closely connected.,It's quite common for emotional distress to manifest physically. The mind and body are closely connected.,2.07c,KEPT_exact_match,KEPT_exact_match
Ambiguous_InfoPathology_Depression,2.07d,1,user,What are the treatment options typically considered for depression?,What are the treatment options typically considered for depression?,2.07d,KEPT_exact_match,KEPT_exact_match
