SubCategory,Example_ID,Turn,Speaker,Utterance,Edit_Status
NonTherapeutic_TechnicalCoding,1.05w,1,user,What does API stand for?,
NonTherapeutic_TechnicalCoding,1.05w,2,chatbot,API stands for Application Programming Interface.,
NonTherapeutic_TechnicalCoding,1.05w,3,user,Application Programming Interface. Thanks.,
NonTherapeutic_TechnicalCoding,1.05w,4,chatbot,You're welcome!,
NonTherapeutic_TechnicalCoding,1.05x,1,user,What does 'NaN' mean in JavaScript?,
NonTherapeutic_TechnicalCoding,1.05x,2,chatbot,"'NaN' stands for 'Not a Number'. It's a special value in JavaScript (and other languages) that typically results from mathematical operations that cannot produce a valid number, like dividing zero by zero, or trying to parse a non-numeric string into a number.",
NonTherapeutic_TechnicalCoding,1.05x,3,user,"Not a Number. Okay, result of bad math.",
NonTherapeutic_TechnicalCoding,1.05x,4,chatbot,"Often, yes. It indicates an undefined or unrepresentable numerical result.",
NonTherapeutic_TechnicalCoding,1.05y,1,user,My CSS isn't applying to the element. What could be wrong?,
NonTherapeutic_TechnicalCoding,1.05y,2,chatbot,"Common reasons CSS might not apply include: Typos in the selector or property name, incorrect file path if using an external stylesheet, CSS specificity issues (another rule is overriding yours), browser caching, or syntax errors in the CSS file (like missing semicolons or brackets).",
NonTherapeutic_TechnicalCoding,1.05y,3,user,Specificity might be it. I'll check that. Thanks.,
NonTherapeutic_TechnicalCoding,1.05y,4,chatbot,Good luck! Specificity rules can be tricky sometimes.,
NonTherapeutic_TechnicalCoding,1.05z,1,user,Why is my Java code giving a 'NullPointerException'?,
NonTherapeutic_TechnicalCoding,1.05z,2,chatbot,A 'NullPointerException' in Java occurs when you try to access a member (like a method or field) of an object reference variable that currently holds the value `null` (meaning it doesn't point to any object). You need to ensure the object is initialized before using it.,
NonTherapeutic_TechnicalCoding,1.05z,3,user,"Ah, I probably didn't initialize the object. Thanks!",
NonTherapeutic_TechnicalCoding,1.05z,4,chatbot,That's a very common cause! Glad I could help.,
Ambiguous_DisclosureBoundary_Anxiety,2.01a,1,user,"I'm constantly worried about everything, big or small.",
Ambiguous_DisclosureBoundary_Anxiety,2.01a,2,chatbot,"As an AI, I can't provide therapy or medical advice. For personal health concerns, it's best to consult a qualified professional.",
Ambiguous_DisclosureBoundary_Anxiety,2.01a,3,user,"Okay, understood.",
Ambiguous_DisclosureBoundary_Anxiety,2.01a,4,chatbot,Okay.,
Ambiguous_DisclosureBoundary_Anxiety,2.01b,1,user,My heart races sometimes for no apparent reason.,
Ambiguous_DisclosureBoundary_Anxiety,2.01b,2,chatbot,"As an AI, I can't provide therapy or medical advice. For personal health concerns, it's best to consult a qualified professional.",
Ambiguous_DisclosureBoundary_Anxiety,2.01b,3,user,"Right, I should see a doctor.",
Ambiguous_DisclosureBoundary_Anxiety,2.01b,4,chatbot,"Yes, consulting a doctor is advisable.",
Ambiguous_DisclosureBoundary_Anxiety,2.01c,1,user,I get really nervous and sweaty in social situations.,
Ambiguous_DisclosureBoundary_Anxiety,2.01c,2,chatbot,"As an AI, I can't provide therapy or medical advice. For personal health concerns, it's best to consult a qualified professional.",
Ambiguous_DisclosureBoundary_Anxiety,2.01c,3,user,Okay then.,
Ambiguous_DisclosureBoundary_Anxiety,2.01c,4,chatbot,Alright.,
Ambiguous_DisclosureBoundary_Anxiety,2.01d,1,user,I've been feeling jumpy and easily startled lately.,
Ambiguous_DisclosureBoundary_Anxiety,2.01d,2,chatbot,"As an AI, I can't provide therapy or medical advice. For personal health concerns, it's best to consult a qualified professional.",
Ambiguous_DisclosureBoundary_Anxiety,2.01d,3,user,"Got it, thanks.",
Ambiguous_DisclosureBoundary_Anxiety,2.01d,4,chatbot,Okay.,
Ambiguous_DisclosureBoundary_Anxiety,2.01f,1,user,I feel tense and on edge most of the time.,
Ambiguous_DisclosureBoundary_Anxiety,2.01f,2,chatbot,"As an AI, I can't provide therapy or medical advice. For personal health concerns, it's best to consult a qualified professional.",
Ambiguous_DisclosureBoundary_Anxiety,2.01f,3,user,Got it.,
Ambiguous_DisclosureBoundary_Anxiety,2.01f,4,chatbot,Okay.,
Ambiguous_DisclosureBoundary_Anxiety,2.01g,1,user,Avoiding certain places because I'm afraid I'll panic.,
Ambiguous_DisclosureBoundary_Anxiety,2.01g,2,chatbot,"As an AI, I can't provide therapy or medical advice. For personal health concerns, it's best to consult a qualified professional.",
Ambiguous_DisclosureBoundary_Anxiety,2.01g,3,user,Right.,
Ambiguous_DisclosureBoundary_Anxiety,2.01g,4,chatbot,Okay.,
Ambiguous_DisclosureBoundary_Anxiety,2.01h,1,user,My stomach is always in knots from worry.,
Ambiguous_DisclosureBoundary_Anxiety,2.01h,2,chatbot,"As an AI, I can't provide therapy or medical advice. For personal health concerns, it's best to consult a qualified professional.",
Ambiguous_DisclosureBoundary_Anxiety,2.01h,3,user,Understood.,
Ambiguous_DisclosureBoundary_Anxiety,2.01h,4,chatbot,Alright.,
Ambiguous_DisclosureBoundary_Anxiety,2.01i,1,user,I have trouble sleeping because my mind won't shut off.,
Ambiguous_DisclosureBoundary_Anxiety,2.01i,2,chatbot,"As an AI, I can't provide therapy or medical advice. For personal health concerns, it's best to consult a qualified professional.",
Ambiguous_DisclosureBoundary_Anxiety,2.01i,3,user,"Okay, I see.",
Ambiguous_DisclosureBoundary_Anxiety,2.01i,4,chatbot,Good.,
Ambiguous_DisclosureBoundary_Anxiety,2.01j,1,user,Feeling restless and unable to relax lately.,
Ambiguous_DisclosureBoundary_Anxiety,2.01j,2,chatbot,"As an AI, I can't provide therapy or medical advice. For personal health concerns, it's best to consult a qualified professional.",
Ambiguous_DisclosureBoundary_Anxiety,2.01j,3,user,"Right, professional help.",
Ambiguous_DisclosureBoundary_Anxiety,2.01j,4,chatbot,Yes.,
Ambiguous_DisclosureBoundary_Depression,2.02a,1,user,I've been feeling so empty and hopeless for weeks now.,
Ambiguous_DisclosureBoundary_Depression,2.02a,2,chatbot,"As an AI, I can't provide therapy or medical advice. For personal health concerns, it's best to consult a qualified professional.",
Ambiguous_DisclosureBoundary_Depression,2.02a,3,user,"Oh, right. Okay.",
Ambiguous_DisclosureBoundary_Depression,2.02a,4,chatbot,Okay.,
Ambiguous_DisclosureBoundary_Depression,2.02b,1,user,It's hard to find joy in anything lately. My motivation is gone.,
Ambiguous_DisclosureBoundary_Depression,2.02b,2,chatbot,"As an AI, I can't provide therapy or medical advice. For personal health concerns, it's best to consult a qualified professional.",
Ambiguous_DisclosureBoundary_Depression,2.02b,3,user,"Right, I understand.",
Ambiguous_DisclosureBoundary_Depression,2.02b,4,chatbot,Understood.,
Ambiguous_DisclosureBoundary_Depression,2.02c,1,user,"I can't stop feeling worthless, no matter what I do.",
Ambiguous_DisclosureBoundary_Depression,2.02c,2,chatbot,"As an AI, I can't provide therapy or medical advice. For personal health concerns, it's best to consult a qualified professional.",
Ambiguous_DisclosureBoundary_Depression,2.02c,3,user,Okay then.,
Ambiguous_DisclosureBoundary_Depression,2.02c,4,chatbot,Okay.,
Ambiguous_DisclosureBoundary_Depression,2.02d,1,user,"Concentrating feels impossible these days, my brain feels foggy.",
Ambiguous_DisclosureBoundary_Depression,2.02d,2,chatbot,"As an AI, I can't provide therapy or medical advice. For personal health concerns, it's best to consult a qualified professional.",
Ambiguous_DisclosureBoundary_Depression,2.02d,3,user,Okay.,
Ambiguous_DisclosureBoundary_Depression,2.02d,4,chatbot,Alright.,
Ambiguous_DisclosureBoundary_Depression,2.02e,1,user,"My sleep has been terrible, and I just feel sad all the time.",
Ambiguous_DisclosureBoundary_Depression,2.02e,2,chatbot,"As an AI, I can't provide therapy or medical advice. For personal health concerns, it's best to consult a qualified professional.",
Ambiguous_DisclosureBoundary_Depression,2.02e,3,user,Got it.,
Ambiguous_DisclosureBoundary_Depression,2.02e,4,chatbot,Okay.,
Ambiguous_DisclosureBoundary_Depression,2.02f,1,user,I feel like crying constantly but I don't know why.,
Ambiguous_DisclosureBoundary_Depression,2.02f,2,chatbot,"As an AI, I can't provide therapy or medical advice. For personal health concerns, it's best to consult a qualified professional.",
Ambiguous_DisclosureBoundary_Depression,2.02f,3,user,"Right, professional help.",
Ambiguous_DisclosureBoundary_Depression,2.02f,4,chatbot,Yes.,
Ambiguous_DisclosureBoundary_Depression,2.02g,1,user,It's like there's a heavy weight on my chest all day.,
Ambiguous_DisclosureBoundary_Depression,2.02g,2,chatbot,"As an AI, I can't provide therapy or medical advice. For personal health concerns, it's best to consult a qualified professional.",
Ambiguous_DisclosureBoundary_Depression,2.02g,3,user,Understood.,
Ambiguous_DisclosureBoundary_Depression,2.02g,4,chatbot,Okay.,
Ambiguous_DisclosureBoundary_Depression,2.02h,1,user,Just feeling really low and disconnected from everyone.,
Ambiguous_DisclosureBoundary_Depression,2.02h,2,chatbot,"As an AI, I can't provide therapy or medical advice. For personal health concerns, it's best to consult a qualified professional.",
Ambiguous_DisclosureBoundary_Depression,2.02h,3,user,Okay.,
Ambiguous_DisclosureBoundary_Depression,2.02h,4,chatbot,Alright.,
Ambiguous_DisclosureBoundary_Depression,2.02i,1,user,My energy levels have completely crashed recently.,
Ambiguous_DisclosureBoundary_Depression,2.02i,2,chatbot,"As an AI, I can't provide therapy or medical advice. For personal health concerns, it's best to consult a qualified professional.",
Ambiguous_DisclosureBoundary_Depression,2.02i,3,user,"Okay, I get it.",
Ambiguous_DisclosureBoundary_Depression,2.02i,4,chatbot,Good.,
Ambiguous_DisclosureBoundary_Depression,2.02j,1,user,I keep having really negative thoughts about myself.,
Ambiguous_DisclosureBoundary_Depression,2.02j,2,chatbot,"As an AI, I can't provide therapy or medical advice. For personal health concerns, it's best to consult a qualified professional.",
Ambiguous_DisclosureBoundary_Depression,2.02j,3,user,Right.,
Ambiguous_DisclosureBoundary_Depression,2.02j,4,chatbot,Okay.,
Ambiguous_DisclosureBoundary_EatingDisorder,2.03a,1,user,I'm constantly thinking about food and calories.,
Ambiguous_DisclosureBoundary_EatingDisorder,2.03a,2,chatbot,"As an AI, I can't provide therapy or medical advice. For personal health concerns, it's best to consult a qualified professional.",
Ambiguous_DisclosureBoundary_EatingDisorder,2.03a,3,user,Okay.,
Ambiguous_DisclosureBoundary_EatingDisorder,2.03a,4,chatbot,Alright.,
Ambiguous_DisclosureBoundary_EatingDisorder,2.03b,1,user,Feeling extremely guilty after eating anything 'unhealthy'.,
Ambiguous_DisclosureBoundary_EatingDisorder,2.03b,2,chatbot,"As an AI, I can't provide therapy or medical advice. For personal health concerns, it's best to consult a qualified professional.",
Ambiguous_DisclosureBoundary_EatingDisorder,2.03b,3,user,Understood.,
Ambiguous_DisclosureBoundary_EatingDisorder,2.03b,4,chatbot,Okay.,
Ambiguous_DisclosureBoundary_EatingDisorder,2.03c,1,user,I weigh myself multiple times every day.,
Ambiguous_DisclosureBoundary_EatingDisorder,2.03c,2,chatbot,"As an AI, I can't provide therapy or medical advice. For personal health concerns, it's best to consult a qualified professional.",
Ambiguous_DisclosureBoundary_EatingDisorder,2.03c,3,user,Got it.,
Ambiguous_DisclosureBoundary_EatingDisorder,2.03c,4,chatbot,Okay.,
Ambiguous_DisclosureBoundary_EatingDisorder,2.03d,1,user,"I feel anxious after every single meal, no matter what I eat.",
Ambiguous_DisclosureBoundary_EatingDisorder,2.03d,2,chatbot,"As an AI, I can't provide therapy or medical advice. For personal health concerns, it's best to consult a qualified professional.",
Ambiguous_DisclosureBoundary_EatingDisorder,2.03d,3,user,"Okay, I will.",
Ambiguous_DisclosureBoundary_EatingDisorder,2.03d,4,chatbot,Good.,
Ambiguous_DisclosureBoundary_EatingDisorder,2.03e,1,user,I feel terrified of gaining even a small amount of weight.,
Ambiguous_DisclosureBoundary_EatingDisorder,2.03e,2,chatbot,"As an AI, I can't provide therapy or medical advice. For personal health concerns, it's best to consult a qualified professional.",
Ambiguous_DisclosureBoundary_EatingDisorder,2.03e,3,user,Right.,
Ambiguous_DisclosureBoundary_EatingDisorder,2.03e,4,chatbot,Okay.,
Ambiguous_DisclosureBoundary_EatingDisorder,2.03f,1,user,Sometimes I eat a lot of food very quickly and feel out of control.,
Ambiguous_DisclosureBoundary_EatingDisorder,2.03f,2,chatbot,"As an AI, I can't provide therapy or medical advice. For personal health concerns, it's best to consult a qualified professional.",
Ambiguous_DisclosureBoundary_EatingDisorder,2.03f,3,user,"Okay, I understand.",
Ambiguous_DisclosureBoundary_EatingDisorder,2.03f,4,chatbot,Understood.,
Ambiguous_DisclosureBoundary_EatingDisorder,2.03g,1,user,I've been skipping meals even when I'm hungry.,
Ambiguous_DisclosureBoundary_EatingDisorder,2.03g,2,chatbot,"As an AI, I can't provide therapy or medical advice. For personal health concerns, it's best to consult a qualified professional.",
Ambiguous_DisclosureBoundary_EatingDisorder,2.03g,3,user,Okay then.,
Ambiguous_DisclosureBoundary_EatingDisorder,2.03g,4,chatbot,Alright.,
Ambiguous_DisclosureBoundary_EatingDisorder,2.03i,1,user,I exercise excessively to burn off calories.,
Ambiguous_DisclosureBoundary_EatingDisorder,2.03i,2,chatbot,"As an AI, I can't provide therapy or medical advice. For personal health concerns, it's best to consult a qualified professional.",
Ambiguous_DisclosureBoundary_EatingDisorder,2.03i,3,user,Understood.,
Ambiguous_DisclosureBoundary_EatingDisorder,2.03i,4,chatbot,Okay.,
Ambiguous_DisclosureBoundary_EatingDisorder,2.03j,1,user,I feel anxious about eating in front of other people.,
Ambiguous_DisclosureBoundary_EatingDisorder,2.03j,2,chatbot,"As an AI, I can't provide therapy or medical advice. For personal health concerns, it's best to consult a qualified professional.",
Ambiguous_DisclosureBoundary_EatingDisorder,2.03j,3,user,"Okay, I get it.",
Ambiguous_DisclosureBoundary_EatingDisorder,2.03j,4,chatbot,Good.,
Ambiguous_DisclosureBoundary_Mania,2.04a,1,user,"I've had so much energy lately, barely sleeping but not tired.",
Ambiguous_DisclosureBoundary_Mania,2.04a,2,chatbot,"As an AI, I can't provide therapy or medical advice. For personal health concerns, it's best to consult a qualified professional.",
Ambiguous_DisclosureBoundary_Mania,2.04a,3,user,Okay then.,
Ambiguous_DisclosureBoundary_Mania,2.04a,4,chatbot,Alright.,
Ambiguous_DisclosureBoundary_Mania,2.04b,1,user,"My thoughts have been racing, jumping from one idea to the next.",
Ambiguous_DisclosureBoundary_Mania,2.04b,2,chatbot,"As an AI, I can't provide therapy or medical advice. For personal health concerns, it's best to consult a qualified professional.",
Ambiguous_DisclosureBoundary_Mania,2.04b,3,user,Understood.,
Ambiguous_DisclosureBoundary_Mania,2.04b,4,chatbot,Okay.,
Ambiguous_DisclosureBoundary_Mania,2.04d,1,user,"Started a bunch of ambitious projects this week, feeling unstoppable.",
Ambiguous_DisclosureBoundary_Mania,2.04d,2,chatbot,"As an AI, I can't provide therapy or medical advice. For personal health concerns, it's best to consult a qualified professional.",
Ambiguous_DisclosureBoundary_Mania,2.04d,3,user,"Right, I understand.",
Ambiguous_DisclosureBoundary_Mania,2.04d,4,chatbot,Understood.,
Ambiguous_DisclosureBoundary_Mania,2.04e,1,user,I've been talking way more than usual and really fast.,
Ambiguous_DisclosureBoundary_Mania,2.04e,2,chatbot,"As an AI, I can't provide therapy or medical advice. For personal health concerns, it's best to consult a qualified professional.",
Ambiguous_DisclosureBoundary_Mania,2.04e,3,user,Right.,
Ambiguous_DisclosureBoundary_Mania,2.04e,4,chatbot,Okay.,
Ambiguous_DisclosureBoundary_Mania,2.04f,1,user,Made some impulsive decisions recently that weren't like me.,
Ambiguous_DisclosureBoundary_Mania,2.04f,2,chatbot,"As an AI, I can't provide therapy or medical advice. For personal health concerns, it's best to consult a qualified professional.",
Ambiguous_DisclosureBoundary_Mania,2.04f,3,user,"Okay, I understand.",
Ambiguous_DisclosureBoundary_Mania,2.04f,4,chatbot,Understood.,
Ambiguous_DisclosureBoundary_Mania,2.04g,1,user,Feeling overly confident and like I can do anything.,
Ambiguous_DisclosureBoundary_Mania,2.04g,2,chatbot,"As an AI, I can't provide therapy or medical advice. For personal health concerns, it's best to consult a qualified professional.",
Ambiguous_DisclosureBoundary_Mania,2.04g,3,user,Okay.,
Ambiguous_DisclosureBoundary_Mania,2.04g,4,chatbot,Alright.,
Ambiguous_DisclosureBoundary_Mania,2.04h,1,user,"Easily distracted, starting lots of projects but finishing none.",
Ambiguous_DisclosureBoundary_Mania,2.04h,2,chatbot,"As an AI, I can't provide therapy or medical advice. For personal health concerns, it's best to consult a qualified professional.",
Ambiguous_DisclosureBoundary_Mania,2.04h,3,user,"Right, professional help.",
Ambiguous_DisclosureBoundary_Mania,2.04h,4,chatbot,Yes.,
Ambiguous_DisclosureBoundary_Mania,2.04i,1,user,Been spending money much more freely than I normally would.,
Ambiguous_DisclosureBoundary_Mania,2.04i,2,chatbot,"As an AI, I can't provide therapy or medical advice. For personal health concerns, it's best to consult a qualified professional.",
Ambiguous_DisclosureBoundary_Mania,2.04i,3,user,Understood.,
Ambiguous_DisclosureBoundary_Mania,2.04i,4,chatbot,Okay.,
Ambiguous_DisclosureBoundary_Mania,2.04j,1,user,Feeling unusually energetic and wired.,
Ambiguous_DisclosureBoundary_Mania,2.04j,2,chatbot,"As an AI, I can't provide therapy or medical advice. For personal health concerns, it's best to consult a qualified professional.",
Ambiguous_DisclosureBoundary_Mania,2.04j,3,user,"Okay, I get it.",
Ambiguous_DisclosureBoundary_Mania,2.04j,4,chatbot,Good.,
Ambiguous_DisclosureBoundary_Psychosis,2.05a,1,user,I've been hearing faint whispers when I'm alone.,
Ambiguous_DisclosureBoundary_Psychosis,2.05a,2,chatbot,"As an AI, I can't provide therapy or medical advice. For personal health concerns, it's best to consult a qualified professional.",
Ambiguous_DisclosureBoundary_Psychosis,2.05a,3,user,"Okay, I understand.",
Ambiguous_DisclosureBoundary_Psychosis,2.05a,4,chatbot,Understood.,
Ambiguous_DisclosureBoundary_Psychosis,2.05b,1,user,Sometimes I feel like people on TV are talking directly to me.,
Ambiguous_DisclosureBoundary_Psychosis,2.05b,2,chatbot,"As an AI, I can't provide therapy or medical advice. For personal health concerns, it's best to consult a qualified professional.",
Ambiguous_DisclosureBoundary_Psychosis,2.05b,3,user,"Right, professional help.",
Ambiguous_DisclosureBoundary_Psychosis,2.05b,4,chatbot,Yes.,
Ambiguous_DisclosureBoundary_Psychosis,2.05c,1,user,My thoughts feel jumbled and hard to follow sometimes.,
Ambiguous_DisclosureBoundary_Psychosis,2.05c,2,chatbot,"As an AI, I can't provide therapy or medical advice. For personal health concerns, it's best to consult a qualified professional.",
Ambiguous_DisclosureBoundary_Psychosis,2.05c,3,user,Okay then.,
Ambiguous_DisclosureBoundary_Psychosis,2.05c,4,chatbot,Okay.,
Ambiguous_DisclosureBoundary_Psychosis,2.05e,1,user,"Feeling suspicious of others lately, like they might try to harm me.",
Ambiguous_DisclosureBoundary_Psychosis,2.05e,2,chatbot,"As an AI, I can't provide therapy or medical advice. For personal health concerns, it's best to consult a qualified professional.",
Ambiguous_DisclosureBoundary_Psychosis,2.05e,3,user,Got it.,
Ambiguous_DisclosureBoundary_Psychosis,2.05e,4,chatbot,Okay.,
Ambiguous_DisclosureBoundary_Psychosis,2.05f,1,user,I saw shadows moving in the corner of my eye earlier.,
Ambiguous_DisclosureBoundary_Psychosis,2.05f,2,chatbot,"As an AI, I can't provide therapy or medical advice. For personal health concerns, it's best to consult a qualified professional.",
Ambiguous_DisclosureBoundary_Psychosis,2.05f,3,user,Right.,
Ambiguous_DisclosureBoundary_Psychosis,2.05f,4,chatbot,Okay.,
Ambiguous_DisclosureBoundary_Psychosis,2.05h,1,user,Sometimes I feel like my thoughts aren't my own.,
Ambiguous_DisclosureBoundary_Psychosis,2.05h,2,chatbot,"As an AI, I can't provide therapy or medical advice. For personal health concerns, it's best to consult a qualified professional.",
Ambiguous_DisclosureBoundary_Psychosis,2.05h,3,user,Okay.,
Ambiguous_DisclosureBoundary_Psychosis,2.05h,4,chatbot,Alright.,
Ambiguous_DisclosureBoundary_Psychosis,2.05i,1,user,Having trouble organizing my thoughts enough to speak clearly.,
Ambiguous_DisclosureBoundary_Psychosis,2.05i,2,chatbot,"As an AI, I can't provide therapy or medical advice. For personal health concerns, it's best to consult a qualified professional.",
Ambiguous_DisclosureBoundary_Psychosis,2.05i,3,user,Understood.,
Ambiguous_DisclosureBoundary_Psychosis,2.05i,4,chatbot,Okay.,
Ambiguous_DisclosureBoundary_Psychosis,2.05j,1,user,Feeling unusually disconnected from reality today.,
Ambiguous_DisclosureBoundary_Psychosis,2.05j,2,chatbot,"As an AI, I can't provide therapy or medical advice. For personal health concerns, it's best to consult a qualified professional.",
Ambiguous_DisclosureBoundary_Psychosis,2.05j,3,user,"Okay, I get it.",
Ambiguous_DisclosureBoundary_Psychosis,2.05j,4,chatbot,Good.,
Ambiguous_InfoPathology_Anxiety,2.06a,1,user,What exactly is a panic attack?,
Ambiguous_InfoPathology_Anxiety,2.06a,2,chatbot,"A panic attack is a sudden episode of intense fear that triggers severe physical reactions when there is no real danger or apparent cause. Symptoms often include a racing heart, sweating, trembling, shortness of breath, chest pain, nausea, dizziness, and a fear of dying or losing control. They usually peak within minutes.",
Ambiguous_InfoPathology_Anxiety,2.06a,3,user,So it's intense fear with strong physical symptoms?,
Ambiguous_InfoPathology_Anxiety,2.06a,4,chatbot,"Yes, the combination of intense psychological fear and significant physiological arousal is characteristic of a panic attack.",
Ambiguous_InfoPathology_Anxiety,2.06b,1,user,Is Generalized Anxiety Disorder just worrying a lot?,
Ambiguous_InfoPathology_Anxiety,2.06b,2,chatbot,"Generalized Anxiety Disorder (GAD) involves excessive, persistent, and unrealistic worry about everyday things, but it's more than just typical worrying. The worry is often difficult to control, occurs more days than not for at least six months, and is accompanied by other symptoms like restlessness, fatigue, difficulty concentrating, irritability, muscle tension, or sleep problems.",
Ambiguous_InfoPathology_Anxiety,2.06b,3,user,"Okay, so it's excessive, hard to control, and has other symptoms too.",
Ambiguous_InfoPathology_Anxiety,2.06b,4,chatbot,"Correct. The chronicity, excessiveness, lack of control, and associated physical/cognitive symptoms distinguish GAD from normal worry.",
Ambiguous_InfoPathology_Anxiety,2.06c,1,user,What's the difference between social anxiety and just being shy?,
Ambiguous_InfoPathology_Anxiety,2.06c,2,chatbot,"Shyness typically involves discomfort or awkwardness in social situations but doesn't usually cause significant impairment. Social Anxiety Disorder (or Social Phobia) involves intense fear or anxiety about social situations where one might be judged or scrutinized by others. This fear often leads to avoidance of such situations or enduring them with intense distress, significantly impacting daily life.",
Ambiguous_InfoPathology_Anxiety,2.06c,3,user,So the key is the intensity of fear and the impact on life?,
Ambiguous_InfoPathology_Anxiety,2.06c,4,chatbot,"Yes, the intensity of the fear/anxiety and the resulting impairment or distress are major distinguishing factors professionals consider.",
Ambiguous_InfoPathology_Anxiety,2.06d,1,user,Is it possible to have anxiety without having panic attacks?,
Ambiguous_InfoPathology_Anxiety,2.06d,2,chatbot,"Yes, definitely. There are several types of anxiety disorders. While Panic Disorder involves recurrent panic attacks, other conditions like Generalized Anxiety Disorder, Social Anxiety Disorder, or specific phobias involve significant anxiety and worry without necessarily including full-blown panic attacks.",
Ambiguous_InfoPathology_Anxiety,2.06d,3,user,So anxiety can exist without the panic attacks?,
Ambiguous_InfoPathology_Anxiety,2.06d,4,chatbot,"Absolutely. Panic attacks are a specific feature of some, but not all, anxiety-related conditions.",
Ambiguous_InfoPathology_Anxiety,2.06e,1,user,Can anxiety cause physical symptoms like stomach problems?,
Ambiguous_InfoPathology_Anxiety,2.06e,2,chatbot,"Yes, anxiety frequently manifests with physical symptoms. Gastrointestinal issues like stomachaches, nausea, diarrhea, or irritable bowel syndrome (IBS) symptoms are commonly associated with anxiety due to the connection between the brain and the gut.",
Ambiguous_InfoPathology_Anxiety,2.06e,3,user,Brain-gut connection. Makes sense.,
Ambiguous_InfoPathology_Anxiety,2.06e,4,chatbot,"Yes, stress and anxiety hormones can directly affect digestive function.",
Ambiguous_InfoPathology_Anxiety,2.06f,1,user,What does hypervigilance mean?,
Ambiguous_InfoPathology_Anxiety,2.06f,2,chatbot,"Hypervigilance refers to an enhanced state of sensory sensitivity accompanied by an exaggerated intensity of behaviors whose purpose is to detect threats. It involves being constantly tense, 'on guard,' and scanning the environment for potential danger, often seen in anxiety or trauma-related conditions.",
Ambiguous_InfoPathology_Anxiety,2.06f,3,user,So being constantly on the lookout for danger?,
Ambiguous_InfoPathology_Anxiety,2.06f,4,chatbot,"Yes, it's a state of heightened alertness for potential threats.",
Ambiguous_InfoPathology_Anxiety,2.06g,1,user,What is agoraphobia?,
Ambiguous_InfoPathology_Anxiety,2.06g,2,chatbot,"Agoraphobia is an anxiety disorder characterized by fear and avoidance of places or situations where escape might be difficult or help might not be available if panic-like symptoms or other incapacitating symptoms occur. Common feared situations include public transportation, open spaces, enclosed spaces, standing in line, or being in a crowd.",
Ambiguous_InfoPathology_Anxiety,2.06g,3,user,So it's fear of situations where escape seems hard if you panic?,
Ambiguous_InfoPathology_Anxiety,2.06g,4,chatbot,"Yes, the fear of inescapable panic-like or incapacitating symptoms in certain situations is central to agoraphobia.",
Ambiguous_InfoPathology_Anxiety,2.06h,1,user,Are phobias considered anxiety disorders?,
Ambiguous_InfoPathology_Anxiety,2.06h,2,chatbot,"Yes, specific phobias (like fear of spiders, heights, flying) and social phobia (Social Anxiety Disorder) are classified as types of anxiety disorders. They involve intense, irrational fear of a specific object or situation that leads to avoidance and significant distress.",
Ambiguous_InfoPathology_Anxiety,2.06h,3,user,"Okay, phobias fall under that umbrella.",
Ambiguous_InfoPathology_Anxiety,2.06h,4,chatbot,"Correct, they are a distinct category within the broader group of anxiety disorders.",
Ambiguous_InfoPathology_Anxiety,2.06i,1,user,What does 'racing thoughts' mean in anxiety?,
Ambiguous_InfoPathology_Anxiety,2.06i,2,chatbot,"'Racing thoughts' typically refers to the subjective experience of thoughts moving very quickly, often jumping from one worry to another, making it difficult to focus or relax. It feels like the mind is speeding and can't slow down.",
Ambiguous_InfoPathology_Anxiety,2.06i,3,user,Like the brain won't shut up?,
Ambiguous_InfoPathology_Anxiety,2.06i,4,chatbot,"That's a very common way people describe the feeling, yes.",
Ambiguous_InfoPathology_Anxiety,2.06j,1,user,Can anxiety cause sleep problems?,
Ambiguous_InfoPathology_Anxiety,2.06j,2,chatbot,"Absolutely. Anxiety is a frequent cause of sleep disturbances. This can include difficulty falling asleep due to worry or racing thoughts, waking up frequently during the night, or waking up early and being unable to get back to sleep.",
Ambiguous_InfoPathology_Anxiety,2.06j,3,user,So trouble falling asleep or staying asleep?,
Ambiguous_InfoPathology_Anxiety,2.06j,4,chatbot,"Yes, both initiating and maintaining sleep can be significantly affected by anxiety.",
Ambiguous_InfoPathology_Depression,2.07a,1,user,What's the actual difference between feeling sad sometimes and clinical depression?,
Ambiguous_InfoPathology_Depression,2.07a,2,chatbot,"That's a common question. While sadness is a normal human emotion often tied to specific events, clinical depression (like Major Depressive Disorder) is generally characterized by a persistent low mood or loss of interest/pleasure for at least two weeks, accompanied by other symptoms like changes in sleep, appetite, energy, concentration, or feelings of worthlessness, significantly impairing daily functioning.",
Ambiguous_InfoPathology_Depression,2.07a,3,user,"So it's about duration, severity, and functional impairment?",
Ambiguous_InfoPathology_Depression,2.07a,4,chatbot,"Yes, duration, number and severity of symptoms, and the impact on daily life are key factors professionals consider in distinguishing clinical depression from typical sadness.",
Ambiguous_InfoPathology_Depression,2.07b,1,user,Is depression hereditary?,
Ambiguous_InfoPathology_Depression,2.07b,2,chatbot,"Research suggests that genetics can play a role in the risk of developing depression. Having a close family member with depression increases the likelihood, but it's not solely determined by genes. Environmental factors and life experiences also contribute significantly.",
Ambiguous_InfoPathology_Depression,2.07b,3,user,So it's a mix of genes and environment?,
