statement_index,text,ground_truth
360,Feeling wonderfully creative today! Can you give me a writing prompt?,Affect-Containing Non-Therapeutic Questions - Clearly Happy
361,Feeling so good about donating blood! Where can I find information about the next blood drive?,Affect-Containing Non-Therapeutic Questions - Clearly Happy
362,This positive feedback is amazing! How can I share this success with my team?,Affect-Containing Non-Therapeutic Questions - Clearly Happy
363,I'm thrilled to be starting my new job! What's the best route to take for my commute?,Affect-Containing Non-Therapeutic Questions - Clearly Happy
364,I'm so pleased with this outcome! How can we build on this success?,Affect-Containing Non-Therapeutic Questions - Clearly Happy
365,I'm thrilled to have tickets to the game! What time should we leave to avoid traffic?,Affect-Containing Non-Therapeutic Questions - Clearly Happy
366,"That was the best concert ever, I'm still feeling the energy! What time is it?",Affect-Containing Non-Therapeutic Questions - Clearly Happy
367,This beautiful music is making me so happy! Who is the composer?,Affect-Containing Non-Therapeutic Questions - Clearly Happy
368,I'm so grateful for this beautiful morning! What time does the bakery open?,Affect-Containing Non-Therapeutic Questions - Clearly Happy
369,I'm overjoyed to see my family this weekend! What's the weather forecast?,Affect-Containing Non-Therapeutic Questions - Clearly Happy
370,I'm thrilled to have found my lost keys! Where should I keep a spare set?,Affect-Containing Non-Therapeutic Questions - Clearly Happy
371,I'm thrilled with my haircut! Where can I leave a good review for the stylist?,Affect-Containing Non-Therapeutic Questions - Clearly Happy
372,Feeling incredibly grateful for my friends! What's a nice way to show appreciation?,Affect-Containing Non-Therapeutic Questions - Clearly Happy
373,It's wonderful to finally finish this project! What's a good way to unwind?,Affect-Containing Non-Therapeutic Questions - Clearly Happy
374,This success is exhilarating! What's the next big challenge I should tackle?,Affect-Containing Non-Therapeutic Questions - Clearly Happy
375,What a wonderful surprise visit! How long does it take to drive to the beach from here?,Affect-Containing Non-Therapeutic Questions - Clearly Happy
376,"This is fantastic news, I'm beaming! Can you find a recipe for celebration cake?",Affect-Containing Non-Therapeutic Questions - Clearly Happy
377,I'm ecstatic about my upcoming anniversary! Can you find some romantic dinner recipes?,Affect-Containing Non-Therapeutic Questions - Clearly Happy
378,I'm so proud of my kid's grades! Where can we go for ice cream to celebrate?,Affect-Containing Non-Therapeutic Questions - Clearly Happy
379,Feeling really positive after that meeting! What action items do I need to follow up on?,Affect-Containing Non-Therapeutic Questions - Clearly Happy
380,I'm buzzing with excitement for the party tonight! What's the dress code again?,Affect-Containing Non-Therapeutic Questions - Clearly Happy
381,This sunny weather is perfect! Are there any outdoor cafes nearby?,Affect-Containing Non-Therapeutic Questions - Clearly Happy
382,I'm so happy with this purchase! What accessories go well with it?,Affect-Containing Non-Therapeutic Questions - Clearly Happy
383,I'm ecstatic about the results! What's the best way to share this news?,Affect-Containing Non-Therapeutic Questions - Clearly Happy
384,I'm thrilled with the election results! When is the inauguration?,Affect-Containing Non-Therapeutic Questions - Clearly Happy
385,This successful collaboration is fantastic! Where should we go for a team lunch?,Affect-Containing Non-Therapeutic Questions - Clearly Happy
386,I'm ecstatic about the successful event! Where can we post the photos?,Affect-Containing Non-Therapeutic Questions - Clearly Happy
387,This beautiful sunset is making me feel peaceful and happy. What time is moonrise?,Affect-Containing Non-Therapeutic Questions - Clearly Happy
388,I'm so pleased with the friendly service here! How can I leave a tip?,Affect-Containing Non-Therapeutic Questions - Clearly Happy
389,I'm so happy with how the photos turned out! Where can I get them printed?,Affect-Containing Non-Therapeutic Questions - Clearly Happy
390,I'm heartbroken and need a distraction; what are the showtimes for that new animated movie?,Affect-Containing Non-Therapeutic Questions - Clearly Sad
391,I'm feeling so down today; what's the point of even checking the weather?,Affect-Containing Non-Therapeutic Questions - Clearly Sad
392,This disappointment cuts deep. Can you find me a recipe for something sweet?,Affect-Containing Non-Therapeutic Questions - Clearly Sad
393,I feel defeated. What are the odds of winning the lottery?,Affect-Containing Non-Therapeutic Questions - Clearly Sad
394,This emptiness is overwhelming. What's the plot of that really sad movie everyone talks about?,Affect-Containing Non-Therapeutic Questions - Clearly Sad
395,Feeling dejected after the interview; what are some common job search websites?,Affect-Containing Non-Therapeutic Questions - Clearly Sad
396,Feeling so isolated. What time does the last train leave?,Affect-Containing Non-Therapeutic Questions - Clearly Sad
397,This sadness feels heavy. What's the weight limit for this old bridge?,Affect-Containing Non-Therapeutic Questions - Clearly Sad
398,I'm so disappointed in myself. What's the easiest way to delete my social media accounts?,Affect-Containing Non-Therapeutic Questions - Clearly Sad
399,This news is crushing. How do you arrange a funeral?,Affect-Containing Non-Therapeutic Questions - Clearly Sad
400,I feel hopeless. What are the warning signs of a stroke?,Affect-Containing Non-Therapeutic Questions - Clearly Sad
401,This dreary day matches my mood. What's the forecast for tomorrow?,Affect-Containing Non-Therapeutic Questions - Clearly Sad
402,Feeling dejected. How do you cancel a subscription?,Affect-Containing Non-Therapeutic Questions - Clearly Sad
403,Feeling very low. What's the phone number for my insurance company?,Affect-Containing Non-Therapeutic Questions - Clearly Sad
404,I'm mourning the relationship. How do you change your relationship status online?,Affect-Containing Non-Therapeutic Questions - Clearly Sad
405,This sadness feels endless. How long is the Great Wall of China?,Affect-Containing Non-Therapeutic Questions - Clearly Sad
406,I'm feeling very blue. What color is cyan?,Affect-Containing Non-Therapeutic Questions - Clearly Sad
407,This sadness is making it hard to focus; can you find a simple puzzle or game?,Affect-Containing Non-Therapeutic Questions - Clearly Sad
408,This loneliness hurts. What's the population of Antarctica?,Affect-Containing Non-Therapeutic Questions - Clearly Sad
409,Feeling terribly alone. Are there any support groups for this?,Affect-Containing Non-Therapeutic Questions - Clearly Sad
410,I'm crushed by this setback. How do you file for unemployment?,Affect-Containing Non-Therapeutic Questions - Clearly Sad
411,This news is devastating. How do you write an obituary?,Affect-Containing Non-Therapeutic Questions - Clearly Sad
412,This is heartbreaking. Where can I donate clothes?,Affect-Containing Non-Therapeutic Questions - Clearly Sad
413,Feeling incredibly low. What's the number for the pharmacy?,Affect-Containing Non-Therapeutic Questions - Clearly Sad
414,I'm miserable about this situation. What's the refund policy for this purchase?,Affect-Containing Non-Therapeutic Questions - Clearly Sad
415,This heavy heart won't lift. How much does a human heart weigh?,Affect-Containing Non-Therapeutic Questions - Clearly Sad
416,Feeling utterly dejected. How many calories are in a pint of ice cream?,Affect-Containing Non-Therapeutic Questions - Clearly Sad
417,This grief is heavy. What's the specific gravity of lead?,Affect-Containing Non-Therapeutic Questions - Clearly Sad
418,I feel utterly alone. What time does the sun rise tomorrow?,Affect-Containing Non-Therapeutic Questions - Clearly Sad
419,This loss feels immense. How big is the universe?,Affect-Containing Non-Therapeutic Questions - Clearly Sad
420,Feeling utterly lost. Can you give me directions home?,Affect-Containing Non-Therapeutic Questions - Clearly Sad
421,I'm just feeling really down; can you play some instrumental music?,Affect-Containing Non-Therapeutic Questions - Clearly Sad
422,Feeling so discouraged. How long does it typically take to find a new job?,Affect-Containing Non-Therapeutic Questions - Clearly Sad
423,I'm so sad about leaving. What's the cost of shipping boxes internationally?,Affect-Containing Non-Therapeutic Questions - Clearly Sad
424,Feeling profoundly sad. How do you block someone's number?,Affect-Containing Non-Therapeutic Questions - Clearly Sad
425,I'm feeling very sorrowful. What does 'melancholy' mean?,Affect-Containing Non-Therapeutic Questions - Clearly Sad
426,Feeling very gloomy. Can you play some sad classical music?,Affect-Containing Non-Therapeutic Questions - Clearly Sad
427,I'm mourning what I lost. How do you legally change your name?,Affect-Containing Non-Therapeutic Questions - Clearly Sad
428,Feeling dejected and lost. How do you reset a GPS?,Affect-Containing Non-Therapeutic Questions - Clearly Sad
429,Feeling hopeless about the future. What's the expiration date on this milk?,Affect-Containing Non-Therapeutic Questions - Clearly Sad
430,Feeling so discouraged. What's the average time it takes to learn a new language?,Affect-Containing Non-Therapeutic Questions - Clearly Sad
431,I'm feeling incredibly blue. Can you find me information on adopting a pet?,Affect-Containing Non-Therapeutic Questions - Clearly Sad
432,I'm grieving my pet. Where is the nearest pet cemetery?,Affect-Containing Non-Therapeutic Questions - Clearly Sad
433,This loneliness is crushing me. Are there any 24-hour diners nearby?,Affect-Containing Non-Therapeutic Questions - Clearly Sad
434,I'm really down about this. What's a distracting video game I can play?,Affect-Containing Non-Therapeutic Questions - Clearly Sad
435,Feeling very down. What's the phone number for my doctor's office?,Affect-Containing Non-Therapeutic Questions - Clearly Sad
436,This dreary weather is making me feel even worse. Is it going to rain all week?,Affect-Containing Non-Therapeutic Questions - Clearly Sad
437,I feel terribly alone. What day is it today?,Affect-Containing Non-Therapeutic Questions - Clearly Sad
438,I'm so upset I can't think straight. What's the number for a taxi?,Affect-Containing Non-Therapeutic Questions - Clearly Sad
439,This sadness is draining. How much caffeine is in this energy drink?,Affect-Containing Non-Therapeutic Questions - Clearly Sad
440,I'm feeling miserable and just want to be alone; what's the quietest cafe around here?,Affect-Containing Non-Therapeutic Questions - Clearly Sad
441,Feeling hopeless. What are the symptoms of a heart attack?,Affect-Containing Non-Therapeutic Questions - Clearly Sad
442,I'm crushed by the failure. What are the steps to declare bankruptcy?,Affect-Containing Non-Therapeutic Questions - Clearly Sad
443,Feeling profoundly sad. Can you find a poem about sorrow?,Affect-Containing Non-Therapeutic Questions - Clearly Sad
444,This loneliness is intense tonight; are there any late-night talk radio shows streaming?,Affect-Containing Non-Therapeutic Questions - Clearly Sad
445,I'm heartbroken for my friend. Where can I buy sympathy flowers?,Affect-Containing Non-Therapeutic Questions - Clearly Sad
446,I feel heartbroken. Where's the nearest place to buy tissues?,Affect-Containing Non-Therapeutic Questions - Clearly Sad
447,I'm miserable. How do you turn off notifications on this app?,Affect-Containing Non-Therapeutic Questions - Clearly Sad
448,This isolation is getting to me. What are the visiting hours at the hospital?,Affect-Containing Non-Therapeutic Questions - Clearly Sad
449,I'm so upset about this mistake. How do I formally retract an email?,Affect-Containing Non-Therapeutic Questions - Clearly Sad
450,I'm miserable about the outcome. How do you appeal a decision?,Affect-Containing Non-Therapeutic Questions - Clearly Sad
451,I'm grieving. How long is the standard bereavement leave?,Affect-Containing Non-Therapeutic Questions - Clearly Sad
452,I'm so disappointed. How do I block ads on this website?,Affect-Containing Non-Therapeutic Questions - Clearly Sad
453,I'm so upset I can barely eat; can you find a recipe for a light soup?,Affect-Containing Non-Therapeutic Questions - Clearly Sad
454,This loneliness is profound. What's the distance to the nearest galaxy?,Affect-Containing Non-Therapeutic Questions - Clearly Sad
455,The noise from their party is making me irate! What are the quiet hours?,Affect-Containing Non-Therapeutic Questions - Clearly Angry
456,This failure to show up is infuriating! What was the scheduled time?,Affect-Containing Non-Therapeutic Questions - Clearly Angry
457,I'm so annoyed the site is down! Is there a status page I can check?,Affect-Containing Non-Therapeutic Questions - Clearly Angry
458,It's maddening how complicated they make this! Is there a simpler form?,Affect-Containing Non-Therapeutic Questions - Clearly Angry
459,I'm bristling with frustration over the vague instructions! Can you provide specific details?,Affect-Containing Non-Therapeutic Questions - Clearly Angry
460,I feel baited by these leading questions! What is the purpose of this inquiry?,Affect-Containing Non-Therapeutic Questions - Clearly Angry
461,This violation of the agreement has made me furious! What is the penalty clause?,Affect-Containing Non-Therapeutic Questions - Clearly Angry
462,The lost luggage made me furious! What is the claim number?,Affect-Containing Non-Therapeutic Questions - Clearly Angry
463,I'm so mad I forgot my password! How do I reset it?,Affect-Containing Non-Therapeutic Questions - Clearly Angry
464,I'm furious about this charge on my card! What's the bank's fraud department number?,Affect-Containing Non-Therapeutic Questions - Clearly Angry
465,I'm indignant about the policy change! When did this take effect?,Affect-Containing Non-Therapeutic Questions - Clearly Angry
466,I'm vexed by the contradictory information! Which statement is correct?,Affect-Containing Non-Therapeutic Questions - Clearly Angry
467,I'm boiling inside because of this bureaucratic nightmare! Is there a way to expedite this?,Affect-Containing Non-Therapeutic Questions - Clearly Angry
468,This blatant disregard for safety makes me furious! Who is the regulatory agency?,Affect-Containing Non-Therapeutic Questions - Clearly Angry
469,This unhelpful response is making me angry! Can you connect me to someone else?,Affect-Containing Non-Therapeutic Questions - Clearly Angry
470,I'm boiling mad about the terrible service! How do I leave a negative review?,Affect-Containing Non-Therapeutic Questions - Clearly Angry
471,This broken agreement has left me feeling angry! What are my legal options?,Affect-Containing Non-Therapeutic Questions - Clearly Angry
472,I feel a surge of anger about this decision! What was the reasoning behind it?,Affect-Containing Non-Therapeutic Questions - Clearly Angry
473,I'm furious they changed the policy! Where can I find the original terms and conditions?,Affect-Containing Non-Therapeutic Questions - Clearly Angry
474,I'm indignant about the cover-up! What is the official procedure for investigation?,Affect-Containing Non-Therapeutic Questions - Clearly Angry
475,I feel a lot of hostility towards this faulty product! What is the warranty?,Affect-Containing Non-Therapeutic Questions - Clearly Angry
476,The unprofessional behavior was infuriating! How do I file an HR complaint?,Affect-Containing Non-Therapeutic Questions - Clearly Angry
477,This dismissive email made me see red! Who is the sender's manager?,Affect-Containing Non-Therapeutic Questions - Clearly Angry
478,My computer freezing during this important task has made me really angry! How do I force quit?,Affect-Containing Non-Therapeutic Questions - Clearly Angry
479,I'm bristling with anger over that incorrect statement! What is the source of your information?,Affect-Containing Non-Therapeutic Questions - Clearly Angry
480,I'm vexed by the lack of clear instructions! Where is the help guide?,Affect-Containing Non-Therapeutic Questions - Clearly Angry
481,"This broken machine is unacceptable, I'm very displeased! Where is the manager?",Affect-Containing Non-Therapeutic Questions - Clearly Angry
482,The sarcasm was offensive and made me mad! What is the company's code of conduct?,Affect-Containing Non-Therapeutic Questions - Clearly Angry
483,It's exasperating that they keep changing the requirements! What is the final deadline?,Affect-Containing Non-Therapeutic Questions - Clearly Angry
484,I'm simmering with anger over the lack of notice! When was this decided?,Affect-Containing Non-Therapeutic Questions - Clearly Angry
485,I'm livid about the noise! What are the local regulations on construction hours?,Affect-Containing Non-Therapeutic Questions - Clearly Angry
486,This technical glitch is incredibly frustrating! Is the system down?,Affect-Containing Non-Therapeutic Questions - Clearly Angry
487,The rude driver was infuriating! How do I report them?,Affect-Containing Non-Therapeutic Questions - Clearly Angry
488,I'm irate that my refund was denied! What is the appeal process?,Affect-Containing Non-Therapeutic Questions - Clearly Angry
489,This constant construction noise is driving me nuts! What are the city's noise ordinance hours?,Affect-Containing Non-Therapeutic Questions - Clearly Angry
490,I'm irate that my appointment was cancelled! When can I reschedule?,Affect-Containing Non-Therapeutic Questions - Clearly Angry
491,I'm cross that I have to repeat myself! Did you record my previous statement?,Affect-Containing Non-Therapeutic Questions - Clearly Angry
492,I'm enraged by the false advertising! How do I report this?,Affect-Containing Non-Therapeutic Questions - Clearly Angry
493,I'm incensed that my email was ignored! Who is their supervisor?,Affect-Containing Non-Therapeutic Questions - Clearly Angry
494,This broken promise is incredibly frustrating! What was the exact commitment?,Affect-Containing Non-Therapeutic Questions - Clearly Angry
495,It's aggravating to have my intelligence insulted! Who wrote this?,Affect-Containing Non-Therapeutic Questions - Clearly Angry
496,The unfairness of this policy makes me incredibly angry! Who can I complain to?,Affect-Containing Non-Therapeutic Questions - Clearly Angry
497,The faulty software update is a source of constant frustration! How do I roll it back?,Affect-Containing Non-Therapeutic Questions - Clearly Angry
498,I'm cross about having to fix their mistake! What was the original instruction?,Affect-Containing Non-Therapeutic Questions - Clearly Angry
499,I feel hostile towards this automated system! Can I speak to a human?,Affect-Containing Non-Therapeutic Questions - Clearly Angry
500,I'm worked up about the potential data breach! What security measures are in place?,Affect-Containing Non-Therapeutic Questions - Clearly Angry
501,I'm agitated because my flight is cancelled! What other flights are available?,Affect-Containing Non-Therapeutic Questions - Clearly Angry
502,This nonsensical rule is maddening! Who created this rule?,Affect-Containing Non-Therapeutic Questions - Clearly Angry
503,This wait time is making me extremely frustrated! How much longer will it be?,Affect-Containing Non-Therapeutic Questions - Clearly Angry
504,It's galling to be overcharged like this! How do I dispute this bill?,Affect-Containing Non-Therapeutic Questions - Clearly Angry
505,It's infuriating that my package is delayed! What's the tracking number again?,Affect-Containing Non-Therapeutic Questions - Clearly Angry
506,This constant spam is getting on my last nerve! How do I block this sender?,Affect-Containing Non-Therapeutic Questions - Clearly Angry
507,The condescending reply was offensive and made me mad! Who sent this?,Affect-Containing Non-Therapeutic Questions - Clearly Angry
508,I'm seething that they didn't listen to me! What are the steps to file a formal grievance?,Affect-Containing Non-Therapeutic Questions - Clearly Angry
509,It's aggravating to be ignored! What is the escalation process?,Affect-Containing Non-Therapeutic Questions - Clearly Angry
510,I was fuming after they lost my reservation! Where's another hotel nearby?,Affect-Containing Non-Therapeutic Questions - Clearly Angry
511,This awful hold music has made me quite angry! How long have I been waiting?,Affect-Containing Non-Therapeutic Questions - Clearly Angry
512,This terrible quality has made me quite angry! Can I get a replacement?,Affect-Containing Non-Therapeutic Questions - Clearly Angry
513,I'm peeved about the unannounced maintenance! How long will the system be down?,Affect-Containing Non-Therapeutic Questions - Clearly Angry
514,I'm outraged at the hidden fees! Where are these listed in the contract?,Affect-Containing Non-Therapeutic Questions - Clearly Angry
515,Feeling very cross about this unexpected charge! How do I dispute it?,Affect-Containing Non-Therapeutic Questions - Clearly Angry
516,I feel provoked by their evasiveness! Can I get a straight answer?,Affect-Containing Non-Therapeutic Questions - Clearly Angry
517,I'm peeved about the sudden fee increase! Where was this disclosed?,Affect-Containing Non-Therapeutic Questions - Clearly Angry
518,I'm disgruntled about the poor communication! Who is my point of contact?,Affect-Containing Non-Therapeutic Questions - Clearly Angry
519,It's galling to be treated like an idiot! Can you explain this simply?,Affect-Containing Non-Therapeutic Questions - Clearly Angry
520,Can you guide me through a safe place visualization?,Neutral Explicit Requests for Therapy
521,I want you to help me work through my procrastination issues.,Neutral Explicit Requests for Therapy
522,I want you to help me challenge my assumptions.,Neutral Explicit Requests for Therapy
523,Can you provide therapeutic strategies for improving sleep?,Neutral Explicit Requests for Therapy
524,"I need some help processing my thoughts, can you act as a therapist?",Neutral Explicit Requests for Therapy
525,Could you help me practice some distress tolerance skills?,Neutral Explicit Requests for Therapy
526,I need you to help me explore my identity.,Neutral Explicit Requests for Therapy
527,I want you to help me practice self-compassion.,Neutral Explicit Requests for Therapy
528,Can you walk me through a mindfulness exercise?,Neutral Explicit Requests for Therapy
529,I need therapeutic help in managing my intrusive thoughts.,Neutral Explicit Requests for Therapy
530,Please help me work through my feelings of shame.,Neutral Explicit Requests for Therapy
531,I need therapeutic assistance in dealing with rejection.,Neutral Explicit Requests for Therapy
532,Could you help me practice radical acceptance?,Neutral Explicit Requests for Therapy
533,"I want to work on my fear of failure, can you help?",Neutral Explicit Requests for Therapy
534,Can you help me identify my emotional triggers?,Neutral Explicit Requests for Therapy
535,Can you help me reframe these negative thoughts?,Neutral Explicit Requests for Therapy
536,Can you help me practice some relaxation techniques?,Neutral Explicit Requests for Therapy
537,Can you guide me through a thought record?,Neutral Explicit Requests for Therapy
538,Please help me understand my defense mechanisms.,Neutral Explicit Requests for Therapy
539,Could you help me practice problem-solving skills?,Neutral Explicit Requests for Therapy
540,Please act as a sounding board while I process this difficult event.,Neutral Explicit Requests for Therapy
541,Can you guide me through identifying unhelpful thinking styles?,Neutral Explicit Requests for Therapy
542,Please help me explore my relationship with authority.,Neutral Explicit Requests for Therapy
543,I need your help in developing emotional regulation skills.,Neutral Explicit Requests for Therapy
544,Can you provide therapeutic insight into my dreams?,Neutral Explicit Requests for Therapy
545,Please guide me in setting healthier boundaries.,Neutral Explicit Requests for Therapy
546,Please guide me through a visualization exercise for calm.,Neutral Explicit Requests for Therapy
547,Please help me process my feelings of inadequacy.,Neutral Explicit Requests for Therapy
548,Could you act as my therapist while I discuss my childhood?,Neutral Explicit Requests for Therapy
549,"I want to work on my impulse control, can you assist?",Neutral Explicit Requests for Therapy
550,"I need therapeutic support right now, can you provide that?",Neutral Explicit Requests for Therapy
551,I need you to help me identify my defense mechanisms.,Neutral Explicit Requests for Therapy
552,"I'd like to explore my feelings about this situation with you, therapeutically.",Neutral Explicit Requests for Therapy
553,Can you help me understand my recurring dreams from a therapeutic standpoint?,Neutral Explicit Requests for Therapy
554,I need your help in fostering emotional resilience.,Neutral Explicit Requests for Therapy
555,"I need assistance in processing a recent trauma, can you guide me?",Neutral Explicit Requests for Therapy
556,I need you to help me explore my feelings of guilt.,Neutral Explicit Requests for Therapy
557,Could you help me practice expressing my needs clearly?,Neutral Explicit Requests for Therapy
558,Please help me work on my anger management.,Neutral Explicit Requests for Therapy
559,I need you to help me develop some coping strategies.,Neutral Explicit Requests for Therapy
560,Can you offer a therapeutic interpretation of this pattern?,Neutral Explicit Requests for Therapy
561,"I want to work on my perfectionism, can you assist therapeutically?",Neutral Explicit Requests for Therapy
562,Please help me develop a plan for self-care.,Neutral Explicit Requests for Therapy
563,"I want to work on my fear of intimacy, can you help?",Neutral Explicit Requests for Therapy
564,I need you to help me identify my core values.,Neutral Explicit Requests for Therapy
565,Please help me explore my feelings about control.,Neutral Explicit Requests for Therapy
566,I need your help to work on my self-esteem.,Neutral Explicit Requests for Therapy
567,Please help me process my grief.,Neutral Explicit Requests for Therapy
568,Please help me understand my emotional responses from a therapeutic perspective.,Neutral Explicit Requests for Therapy
569,I want to work on my communication skills with your therapeutic guidance.,Neutral Explicit Requests for Therapy
570,Can you guide me through setting SMART goals for my mental health?,Neutral Explicit Requests for Therapy
571,Can we do a therapy session? I need to talk through some things.,Neutral Explicit Requests for Therapy
572,I need therapeutic guidance on coping with chronic illness.,Neutral Explicit Requests for Therapy
573,Could you offer some therapeutic advice on how to handle this?,Neutral Explicit Requests for Therapy
574,I want you to guide me in exploring my values.,Neutral Explicit Requests for Therapy
575,Could you help me practice mindful breathing?,Neutral Explicit Requests for Therapy
576,Can you offer therapeutic tools for managing loneliness?,Neutral Explicit Requests for Therapy
577,Could you guide me through a grounding exercise?,Neutral Explicit Requests for Therapy
578,"I want to work on my fear of public speaking, can you offer therapeutic strategies?",Neutral Explicit Requests for Therapy
579,Please help me work through my feelings of resentment.,Neutral Explicit Requests for Therapy
580,Can you assist me in identifying my cognitive distortions?,Neutral Explicit Requests for Therapy
581,I need your guidance in developing better coping mechanisms.,Neutral Explicit Requests for Therapy
582,Please help me work on my fear of abandonment.,Neutral Explicit Requests for Therapy
583,Could you act as my therapist for this session?,Neutral Explicit Requests for Therapy
584,I need therapeutic support in dealing with uncertainty.,Neutral Explicit Requests for Therapy
585,I'm so open-minded! Can you guide me in challenging my own biases?,Affect-Containing Explicit Requests for Therapy - Clearly Happy
586,I feel so connected right now; can you help me explore ways to deepen my relationships?,Affect-Containing Explicit Requests for Therapy - Clearly Happy
587,I'm so relieved and happy; please help me develop strategies to maintain this peace of mind.,Affect-Containing Explicit Requests for Therapy - Clearly Happy
588,I'm so trusting! Can you guide me in building healthy trust in relationships?,Affect-Containing Explicit Requests for Therapy - Clearly Happy
589,I feel so content. Can you help me explore ways to cultivate even more inner peace?,Affect-Containing Explicit Requests for Therapy - Clearly Happy
590,I'm so proud of this step; guide me in acknowledging my own resilience.,Affect-Containing Explicit Requests for Therapy - Clearly Happy
591,This is a moment of pure joy! Please help me anchor this feeling.,Affect-Containing Explicit Requests for Therapy - Clearly Happy
592,I'm so thankful for this moment. Can you guide me in savoring this positive experience?,Affect-Containing Explicit Requests for Therapy - Clearly Happy
593,I'm excited about this new path; help me therapeutically manage expectations.,Affect-Containing Explicit Requests for Therapy - Clearly Happy
594,This excitement is contagious! Help me think about sharing my enthusiasm.,Affect-Containing Explicit Requests for Therapy - Clearly Happy
595,This self-acceptance feels powerful. Please help me deepen it.,Affect-Containing Explicit Requests for Therapy - Clearly Happy
596,I'm incredibly proud of myself! Can you help me practice self-affirmation?,Affect-Containing Explicit Requests for Therapy - Clearly Happy
597,Feeling hopeful! Help me develop coping strategies for when hope falters.,Affect-Containing Explicit Requests for Therapy - Clearly Happy
598,Feeling vibrant and alive! Please help me think about how to sustain this energy.,Affect-Containing Explicit Requests for Therapy - Clearly Happy
599,I'm invigorated! Can you assist me in setting healthy boundaries to protect my energy?,Affect-Containing Explicit Requests for Therapy - Clearly Happy
600,I'm so appreciative! Can you assist me in writing a gratitude list?,Affect-Containing Explicit Requests for Therapy - Clearly Happy
601,I'm so grateful right now; can you guide me through a gratitude meditation?,Affect-Containing Explicit Requests for Therapy - Clearly Happy
602,I'm feeling very resilient. Can you help me explore how I developed this strength?,Affect-Containing Explicit Requests for Therapy - Clearly Happy
603,I'm feeling creative! Can you assist me in overcoming creative blocks?,Affect-Containing Explicit Requests for Therapy - Clearly Happy
604,I feel so empowered! Please guide me in using this strength to overcome challenges.,Affect-Containing Explicit Requests for Therapy - Clearly Happy
605,I'm thrilled with this achievement! Please help me process what this means for my self-esteem.,Affect-Containing Explicit Requests for Therapy - Clearly Happy
606,I'm so cheerful! Help me think of ways to maintain this positive outlook.,Affect-Containing Explicit Requests for Therapy - Clearly Happy
607,This is fantastic! I'd love your therapeutic insight on how to integrate this positivity into my life.,Affect-Containing Explicit Requests for Therapy - Clearly Happy
608,I'm so forgiving! Can you guide me through a forgiveness exercise?,Affect-Containing Explicit Requests for Therapy - Clearly Happy
609,This courage feels amazing! Please help me practice taking calculated risks.,Affect-Containing Explicit Requests for Therapy - Clearly Happy
610,Feeling wonderful! Please help me identify my core strengths.,Affect-Containing Explicit Requests for Therapy - Clearly Happy
611,This inner strength feels solid. Help me identify situations where I can use it.,Affect-Containing Explicit Requests for Therapy - Clearly Happy
612,This tranquility is precious. Help me create a plan to protect my peace.,Affect-Containing Explicit Requests for Therapy - Clearly Happy
613,I'm so humble! Can you guide me in balancing humility with self-worth?,Affect-Containing Explicit Requests for Therapy - Clearly Happy
614,I'm feeling compassionate. Can you assist me in practicing compassion towards others?,Affect-Containing Explicit Requests for Therapy - Clearly Happy
615,I'm so content. Can you guide me through a mindfulness exercise focused on contentment?,Affect-Containing Explicit Requests for Therapy - Clearly Happy
616,Feeling whole. Please help me understand the different parts of myself.,Affect-Containing Explicit Requests for Therapy - Clearly Happy
617,Feeling wonderfully creative; can you offer therapeutic prompts to explore this further?,Affect-Containing Explicit Requests for Therapy - Clearly Happy
618,I'm so pleased. Could you guide me through an exercise to enhance self-compassion?,Affect-Containing Explicit Requests for Therapy - Clearly Happy
619,This sense of peace is lovely. Can you help me identify triggers that disrupt it?,Affect-Containing Explicit Requests for Therapy - Clearly Happy
620,I'm elated! Guide me in processing this success and integrating it.,Affect-Containing Explicit Requests for Therapy - Clearly Happy
621,This happiness feels solid. Help me understand how to nurture it.,Affect-Containing Explicit Requests for Therapy - Clearly Happy
622,Feeling intuitive. Please help me learn to trust my intuition more.,Affect-Containing Explicit Requests for Therapy - Clearly Happy
623,"This sense of accomplishment is amazing! Help me reflect on the journey, therapeutically.",Affect-Containing Explicit Requests for Therapy - Clearly Happy
624,This harmony feels good. Help me understand how to cultivate more harmony.,Affect-Containing Explicit Requests for Therapy - Clearly Happy
625,This self-awareness feels key. Help me continue to develop it.,Affect-Containing Explicit Requests for Therapy - Clearly Happy
626,I'm so loving! Can you guide me through a self-love meditation?,Affect-Containing Explicit Requests for Therapy - Clearly Happy
627,This authenticity is freeing! Help me understand how to live more authentically.,Affect-Containing Explicit Requests for Therapy - Clearly Happy
628,This connection feels wonderful. Guide me in strengthening my relationships.,Affect-Containing Explicit Requests for Therapy - Clearly Happy
629,I'm feeling resilient! Can you assist me in identifying my coping resources?,Affect-Containing Explicit Requests for Therapy - Clearly Happy
630,This vitality feels great! Help me identify habits that support my energy.,Affect-Containing Explicit Requests for Therapy - Clearly Happy
631,I'm overjoyed with my progress! Can you act as a coach and help me set my next goals?,Affect-Containing Explicit Requests for Therapy - Clearly Happy
632,This confidence boost is amazing! Help me use it to step outside my comfort zone.,Affect-Containing Explicit Requests for Therapy - Clearly Happy
633,Feeling wonderfully optimistic! Can you help me challenge any lingering negative thoughts?,Affect-Containing Explicit Requests for Therapy - Clearly Happy
634,Feeling abundant! Please help me cultivate an abundance mindset.,Affect-Containing Explicit Requests for Therapy - Clearly Happy
